param_C,mean_test_score,mean_train_score,std_test_score,std_train_score
1,0.8125729709371665,0.858023543501899,0.01528274320875069,0.007621144567482376
10,0.8204130311970372,0.8947807176513229,0.021124321985806577,0.005547426878452881
20,0.8181846713953925,0.9062857525568495,0.013056441117964161,0.007053959952247683
25,0.8125729709371665,0.9074081661597617,0.01896863005093162,0.005872104570283384
30,0.8092147385600402,0.9099331043068535,0.01762790100937124,0.0059700085800870675
40,0.8047329106772958,0.9135796681217203,0.021536338551936037,0.0047542899477376966
50,0.8024919967359236,0.9186295444159036,0.01866354544090129,0.0051156558166628174
100,0.7957504237022157,0.925364026033377,0.024885169361300613,0.005362079465806739
